Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,"latitude, longitude",name,source,source_url
90,drowned,drowning or exhaustion related death,,2015-12-24T00:00:00Z,2015,18,2,20,"At least 18 migrants drowned when their overcrowded boat sank in the Aegean Sea, the Turkish coastguard recovered the bodies including several children from the sea, and were hunting for another two who were missing",Lesbos,39.1,26.21,"39.1, 26.21",,AFP,https://web.archive.org/save/http://news.yahoo.com/eight-migrants-including-3-children-drown-off-turkey-083736411.html
91,drowned,drowning or exhaustion related death,,2015-12-23T00:00:00Z,2015,13,0,13,"Seven children, four men and two women drowned when a boat carrying migrants capsized off the tiny Greek island of Farmakonisi",Farmakonisi,37.29,27.16,"37.29, 27.16",,Reuters,https://web.archive.org/web/20151225062806/http://www.reuters.com/article/us-europe-migrants-greece-idUSKBN0U61E420151223
92,drowned,drowning or exhaustion related death,,2015-12-22T00:00:00Z,2015,2,0,2,"The bodies of two people, including a three-and-a-half year old child and a 17-year-old girl, were found off the coast of Çeşme in İzmir province.",Cesme,38.3,26.2,"38.3, 26.2",,Hurriyet Daily,https://web.archive.org/web/20151222142124/http://www.hurriyetdailynews.com/69-afghan-refugees-rescued-two-migrants-drown-in-aegean----.aspx?pageID=238&nID=92805&NewsCatID=341
93,drowned,drowning or exhaustion related death,,2015-12-21T00:00:00Z,2015,2,10,12,"Two migrants trying to reach Europe by boat drowned off Libya on Monday, another 10 were missing and more than 100 were rescued.",Janzour,32.952,12.907,"32.952, 12.907",,AFP,https://web.archive.org/save/http://news.yahoo.com/two-migrants-drown-108-rescued-off-libya-coastguard-191153452.html
94,drowned,drowning or exhaustion related death,,2015-12-18T00:00:00Z,2015,4,0,4,Four Syrian migrants – three of them children - drowned,Yalıkavak,37.1,27.2,"37.1, 27.2",,Leros News,https://web.archive.org/web/20151221132933/http://www.hurriyetdailynews.com/latest-boat-accidents-kill-eight-migrants-off-western-turkey.aspx?pageID=238&nID=92698&NewsCatID=341
95,drowned,drowning or exhaustion related death,,2015-12-19T00:00:00Z,2015,18,0,18,At least 18 migrants have drowned and 14 others were rescued after a boat taking them to Greece sank off the Turkish coast.,Bodrum,36.9,27.9,"36.9, 27.9",,AP,https://web.archive.org/web/20151221132526/http://customwire.ap.org/dynamic/stories/E/EU_EUROPE_MIGRANTS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2015-12-19-14-14-31
96,drowned,drowning or exhaustion related death,,2015-12-18T00:00:00Z,2015,4,0,4,Four Iraqis including two children have drowned after a Greece-bound migrant vessel capsized in the Aegean Sea,Bodrum,36.9,27.9,"36.9, 27.9",,Anadolu news agency,https://web.archive.org/web/20151218140224/http://www.sbs.com.au/news/article/2015/12/18/four-iraqis-drown-migrant-boat-capsizes
97,drowned,drowning or exhaustion related death,,2015-12-15T00:00:00Z,2015,3,3,6,Greek coast guard officers recovered the bodies of three of the six people who were reported missing after their boat capsized off the coast of Kastelorizo,Kastelorizo,36.14,29.62,"36.14, 29.62",,Greek Coast Guard,https://web.archive.org/web/20151216121427/http://www.ekathimerini.com/204350/article/ekathimerini/news/three-of-six-migrants-confirmed-drowned
98,drowned,drowning or exhaustion related death,,2015-12-14T00:00:00Z,2015,1,0,1,"Ten-year-old Nergis Maghsoudi drowned early Dec. 14 after a boat heading to the Greek island of Lesbos, with 50 Afghan migrants aboard, capsized in international waters.",Ayvacik,39.44,26.39,"39.44, 26.39",,Doğan News Agency,https://web.archive.org/web/20151215142018/http://www.hurriyetdailynews.com/afghan-refugee-carries-drowned-daughter-in-turkeys-west.aspx?pageID=238&nID=92502&NewsCatID=341
99,drowned,drowning or exhaustion related death,,2015-12-10T00:00:00Z,2015,4,9,13,"Four refugees drown, nine missing as boat capsizes in Aegean Sea",Farmakonisi,37.29,27.16,"37.29, 27.16",,Turkish Coast Guard,https://web.archive.org/web/20151211133239/http://www.hurriyetdailynews.com/four-refugees-drown-nine-missing-as-boat-capsizes-in-aegean-sea.aspx?pageID=238&nID=92333&NewsCatID=341
100,drowned,drowning or exhaustion related death,,2015-12-07T00:00:00Z,2015,11,0,11,11 African migrants drown trying to reach Canary Islands by boat,147 kilometers south of Cape Bojador,26.7,-15,"26.7, -15",,Moroccan authoriries,https://web.archive.org/web/20151209191937/http://elpais.com/m/elpais/2015/12/09/inenglish/1449654627_462892.html
101,drowned,drowning or exhaustion related death,,2015-12-08T00:00:00Z,2015,6,2,8,"Six Afghan children drowned after a rubber dinghy carrying migrants to Greece sank off Turkey's Aegean coast, the state-run news agency reported. Rescuers were searching for two other migrants who were reported missing.",Cesme,38.3,26.2,"38.3, 26.2",,AP,https://web.archive.org/web/20151208133049/http://bigstory.ap.org/article/bb6ee17a91cc450eb3e2bdd4993759a9/6-migrant-children-drown-turkeys-coast
102,drowned,drowning or exhaustion related death,,2015-12-01T00:00:00Z,2015,1,0,1,A 4-year-old child was reported drowned as she and 28 fellow passengers tried to swim to the shore of Ro.,Ro,36.15,29.51,"36.15, 29.51",,Turkish Coast Guard,https://web.archive.org/web/20151202144947/http://www.ekathimerini.com/203956/article/ekathimerini/news/child-drowns-as-refugee-boat-tries-to-reach-greek-shores
103,drowned,drowning or exhaustion related death,,2015-11-27T00:00:00Z,2015,4,0,4,"A boat carrying as many as 55 migrants from Syria and Afghanistan sank hours later off the town of Ayvacik, further north. Four Afghan children drowned in that incident, Anadolu reported.",Ayvacik,39.44,26.39,"39.44, 26.39",,AP,https://web.archive.org/web/20151127134944/http://bigstory.ap.org/article/4fff1adefed741cc934ded0a1c4db711/6-migrant-children-drown-way-greece
104,drowned,drowning or exhaustion related death,,2015-11-27T00:00:00Z,2015,2,0,2,"A wooden boat smuggling some 20 people to the island of Kos capsized in bad weather off the Aegean resort of Bodrum. The state-run Anadolu Agency says most of the migrants made it to shore with the help of rescuers, but two sisters aged 4 and 1 drowned",Bodrum,36.9,27.9,"36.9, 27.9",,AP,https://web.archive.org/web/20151127134944/http://bigstory.ap.org/article/4fff1adefed741cc934ded0a1c4db711/6-migrant-children-drown-way-greece
105,drowned,drowning or exhaustion related death,,2015-11-11T00:00:00Z,2015,14,0,14,Fourteen people drowned off Turkey’s western coast when a boat packed with refugees sank,Lesbos,39.1,26.21,"39.1, 26.21",,Turkish Coast Guard,http://www.aa.com.tr/en/turkey/refugee-boat-sinks-off-western-turkey-14-dead/471476
106,drowned,drowning or exhaustion related death,,2015-11-07T00:00:00Z,2015,1,0,1,"The boy, aged 2-3 years, was found off the coast of Lesbos fully clothed, including boots, and wearing an orange life jacket, the Greek coast guard said in a statement.",Lesbos,39.1,26.21,"39.1, 26.21",,AP,http://www.hurriyetdailynews.com/hundreds-of-migrants-rescued-off-eastern-greek-islands.aspx?pageID=238&nID=90879&NewsCatID=351
107,drowned,drowning or exhaustion related death,,2015-11-05T00:00:00Z,2015,1,1,2,"One child drowned and another was missing off the Greek island of Kos",Near Kos,31.1,27.1,"31.1, 27.1",,Reuters,http://www.reuters.com/article/2015/11/05/us-europe-migrants-greece-drowning-idUSKCN0SU0VW20151105#GiiOXof6tIsejXtq.97
108,drowned,drowning or exhaustion related death,,2015-11-03T00:00:00Z,2015,4,0,4,"Greek authorities say four more people have drowned off the eastern island of Lesbos, after an accident involving a boat with nearly 50 migrants on board who had crossed over from nearby Turkey. The dead were identified as two men and two children",Lesbos,39.1,26.21,"39.1, 26.21",,AP,http://www.nytimes.com/aponline/2015/11/03/world/europe/ap-eu-europe-migrants-the-latest.html?_r=0
109,drowned,drowning or exhaustion related death,,2015-11-01T00:00:00Z,2015,15,0,15,15 migrants including six infants drowned when their boat capsized,Samos,37.71,26.8,"37.71, 26.8",,AFP,http://news.yahoo.com/german-coalition-fails-resolve-rift-refugees-114516379.html
110,drowned,drowning or exhaustion related death,,2015-10-29T00:00:00Z,2015,8,0,8,"Another boat capsized off the coast of Lesbos, leaving eight more refugees dead",Lesbos,39.1,26.21,"39.1, 26.21",,AP,http://www.independent.co.uk/news/world/europe/refugee-crisis-21-more-asylum-seekers-die-in-latest-disasters-in-aegean-sea-a6714546.html
111,drowned,drowning or exhaustion related death,,2015-10-29T00:00:00Z,2015,3,3,6," A woman, child and baby drowned near Rhodes. Six of their fellow passengers were rescued and three others were missing.",Rhodes,36.55,28.22,"36.55, 28.22",,AP,http://www.independent.co.uk/news/world/europe/refugee-crisis-21-more-asylum-seekers-die-in-latest-disasters-in-aegean-sea-a6714546.html
112,drowned,drowning or exhaustion related death,,2015-10-25T00:00:00Z,2015,3,7,10,"A woman and two young children drowned, and seven people were missing, after an inflatable dinghy carrying dozens of migrants from Turkey hit rocks near the Greek island of Lesbos",Near Lesbos,39,26.191,"39, 26.191",,Greek authorities,http://www.nytimes.com/2015/10/26/world/europe/two-children-among-migrants-killed-after-boat-sinks-off-greece.html?_r=0
113,drowned,drowning or exhaustion related death,,2015-10-26T00:00:00Z,2015,1,0,1,A Guinean drowned after a capsize,Ceuta,35.9,-5.31,"35.9, -5.31",,AFP,http://www.lorientlejour.com/article/951419/espagne-noyade-dun-migrant-a-ceuta-apres-un-naufrage.html
114,drowned,drowning or exhaustion related death,,2015-10-17T00:00:00Z,2015,1,0,1,A Pakistani refugee reportedly drowned after falling off a boat carrying 38 people,In the Aegean Sea,37,27,"37, 27",,Turkish Coast Guards,http://www.turkishweekly.net/2015/10/17/news/refugee-boat-sinks-off-turkish-coast-12-dead/
115,drowned,drowning or exhaustion related death,,2015-10-17T00:00:00Z,2015,12,11,23,"One baby, four children, five women and two men have drowned after a boat carrying refugees attempting to reach the Greek island of Lesbos sank in the Aegean Sea",Near Lesbos,39.1,26.191,"39.1, 26.191",,Turkish Coast Guards,http://www.turkishweekly.net/2015/10/17/news/refugee-boat-sinks-off-turkish-coast-12-dead/
116,drowned,drowning or exhaustion related death,,2015-10-16T00:00:00Z,2015,4,3,7,"Four migrants, the oldest of them a young woman of 16, drowned and three other people were missing after their rubber boat capsized off a Greek island",Kalymnos,37.0211,27.151,"37.0211, 27.151",,Greek Coast Guards,http://news.yahoo.com/four-migrants-drown-off-greek-island-one-missing-074635709.html
117,drowned,drowning or exhaustion related death,,2015-10-14T00:00:00Z,2015,3,0,3," A woman, a young girl and a baby have died after a boat carrying migrants and refugees to the Greek island of Lesbos sank",Near Lesbos,39.11,26.191,"39.11, 26.191",,Greek Coast Guards,http://news.yahoo.com/migrant-woman-baby-child-drown-trying-reach-greece-204014079.html
118,drowned,drowning or exhaustion related death,,2015-10-15T00:00:00Z,2015,7,1,8,Seven dead and one missing after Greek coastguard vessel hits migrant boat,Near Lesbos,39.1,26.191,"39.1, 26.191",,Greek Coast Guards,http://www.independent.co.uk/news/world/europe/eight-missing-after-refugee-boat-collides-with-rescue-vessel-off-greek-coast-a6694941.html http://www.reuters.com/article/2015/10/15/eurozone-migrants-greece-idUSL8N12F4FY20151015
119,drowned,drowning or exhaustion related death,,2015-10-11T00:00:00Z,2015,11,0,11,Eleven drown as boat capsizes off Egypt,Baltim,32.07,31.05,"32.07, 31.05",,AFP,https://www.dailystar.com.lb/News/Middle-East/2015/Oct-11/318464-11-migrants-drown-as-boat-capsizes-off-egypt.ashx
120,drowned,drowning or exhaustion related death,,2015-09-27T00:00:00Z,2015,17,0,17,"Turkish Coast Guard rescues 20 people after boat sinks near holiday resort, 17 Syrians drowned",Gumusluk,37.0502,27.223749,"37.0502, 27.223749",,state-run Anadolu Agency ,http://www.cbc.ca/news/world/syrian-refugees-turkey-1.3245691
121,drowned,drowning or exhaustion related death,,2015-09-18T00:00:00Z,2015,1,0,1,The body of a young Syrian girl was found on a Turkish beach,Near Cesme,38.3204079,26.2969054,"38.3204079, 26.2969054",,Turkey's state-run Anadolu Agency,http://www.ouest-france.fr/refugies-une-fillette-syrienne-de-4-ans-se-noie-au-large-de-la-turquie-3697172
122,drowned,drowning or exhaustion related death,,2015-09-15T00:00:00Z,2015,22,0,22,At least 22 migrants including four children trying to reach Greece drowned ,near Kos,31,27.1,"31, 27.1",,AFP,http://economictimes.indiatimes.com/news/international/world-news/22-dead-after-greece-bound-migrant-boat-sinks-off-turkey-report/articleshow/48969590.cms
123,drowned,drowning or exhaustion related death,,2015-09-14T00:00:00Z,2015,2,0,2,Two Syrian migrants attempting to reach a Greek island drowned,near Izmir,38.41,27.08,"38.41, 27.08",,Hurrieyet,http://www.hurriyetdailynews.com/at-least-22-migrants-drown-as-boat-capsizes-in-aegean-sea.aspx?pageID=238&nid=88492&NewsCatID=341
124,drowned,drowning or exhaustion related death,,2015-09-02T00:00:00Z,2015,12,0,12,"Twelve Syrians drown heading from Turkey to Greek island. Amonst them, Aylan Kurdi, a 3 year old boy whose photo shared a lot on social networks",near Kos,31,27,"31, 27",,Reuters,http://www.reuters.com/article/2015/09/02/us-europe-migrants-turkey-idUSKCN0R20IJ20150902
125,drowned,drowning or exhaustion related death,,2015-08-24T00:00:00Z,2015,3,0,3,"Turkey's coast guard recovered three bodies and rescued 73 refugees from Syria and Afghanistan after a fishing boat that would have taken them to Lesbos capsized about off Turkey's Aegean coast at Canakkale, Turkey's state-run Anadolu Agency reported.",Near Canakkale,40.1,26.4,"40.1, 26.4",,Turkey's state-run Anadolu Agency,http://www.aa.com.tr/tr/s/580137--ege-denizinde-kacaklari-tasiyan-tekne-batti
126,drowned,drowning or exhaustion related death,,2015-08-18T00:00:00Z,2015,6,0,6,"A boat overloaded with 31 Syrians sank on Tuesday, and six, including an infant, drowned.",Near Kos,31.1,27,"31.1, 27",,Reuters,http://uk.reuters.com/article/2015/08/19/uk-europe-migrants-turkey-syria-idUKKCN0QO1AQ20150819
127,drowned,drowning or exhaustion related death,,2015-07-09T00:00:00Z,2015,12,0,12,12 migrants drowned in the sea and 500 saved near Lampedusa,Lampedusa,35.5059,12.6073,"35.5059, 12.6073",,France Info,http://www.francetvinfo.fr/monde/europe/naufrage-a-lampedusa/douze-migrants-sont-morts-noyes-en-mediterranee-500-autres-ont-ete-secourus_991383.html
128,drowned,drowning or exhaustion related death,,2015-07-23T00:00:00Z,2015,1,0,1,One migrant drowned while trying to get into the Eurostar Tunnel,Calais,50.954468,1.862801,"50.954468, 1.862801",,BFM,http://www.bfmtv.com/societe/calais-un-migrant-mort-noye-en-tentant-de-s-introduire-sur-le-site-d-eurotunnel-903263.html
129,drowned,drowning or exhaustion related death,,2015-06-15T00:00:00Z,2015,1,2,3,A rubber boat capsized during a rescue operation. 3 men died.,Central Med,34,14,"34, 14",,MSF,http://www.msf.org.uk/article/migrants-saddened-by-loss-of-life-during-rescue
130,drowned,drowning or exhaustion related death,,2015-05-25T00:00:00Z,2015,5,0,5,"Five African migrants drowned in the Mediterranean after jumping from their boat which was intercepted by the Egyptian coastguard, reported security officials.",Off Egypt,33.44238,25.610113,"33.442380, 25.610113",5 migrants drowned in Mediterranean,Le Figaro,http://www.lefigaro.fr/flash-actu/2015/05/25/97001-20150525FILWWW00083-cinq-migrants-noyes-en-mediterranee.php
131,drowned,drowning or exhaustion related death,,2015-05-23T00:00:00Z,2015,5,0,5,The bodies of five Tunisian migrants trying to reach the Italian island of Lampedusa were recovered off Tunisia,Off Téboulba,35.696508,11.107726,"35.696508, 11.107726",5 Tunisian migrants died trying to reach the Italian island Lampedusa,Le Figaro,http://www.lefigaro.fr/flash-actu/2015/05/23/97001-20150523FILWWW00055-cinq-migrants-morts-en-mer-49-secourus.php
